# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 09:27:22 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
#
pl_name	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	pl_rade	pl_radeerr1	pl_radeerr2	pl_radelim	pl_trandur	pl_trandurerr1	pl_trandurerr2	pl_trandurlim
Kepler-110 c	31.71982498	0.00006036	-0.00006036	0	3.540	0.770	-0.960	0	4.8194000	0.0498000	-0.0498000	0
Kepler-110 c	31.71981013	0.00006310	-0.00006310	0				0				0
Kepler-110 c					2.379	0.117	-0.104	0				
Kepler-110 c	31.71982498	0.00006036	-0.00006036	0	2.870	0.680	-0.570	0	4.8194000	0.0498000	-0.0498000	0
Kepler-110 c	31.71982498	0.00006036	-0.00006036	0	3.540	0.770	-0.960	0	4.8194000	0.0498000	-0.0498000	0
Kepler-110 c	31.71987000	0.00032000	-0.00032000	0	3.590	0.480	-0.480	0	5.3504000			0
Kepler-110 c	31.71982498	0.00006036	-0.00006036	0	3.540	0.770	-0.960	0	4.8194000	0.0498000	-0.0498000	0
Kepler-110 c	31.71981013	0.00006310	-0.00006310	0	3.090	0.490	-0.780	0	4.8190000	0.0498000	-0.0498000	0
Kepler-110 c	31.71989182	0.00000185	-0.00000185	0					4.9359000			0
Kepler-1100 b	6.42200058	0.00002182	-0.00002182	0	1.280	0.570	-0.110	0	2.6602000	0.0815000	-0.0815000	0
Kepler-1100 b					1.302	0.070	-0.073	0				
Kepler-1100 b	6.42199919	0.00002499	-0.00002499	0				0				0
Kepler-1100 b	6.42199919	0.00002499	-0.00002499	0	1.250	0.200	-0.070	0	2.6192000	0.0841000	-0.0841000	0
Kepler-1100 b	6.42192800	0.00007200	-0.00007200	0	1.360	0.580	-0.580	0	2.7147000			0
Kepler-1100 b	6.42200058	0.00002182	-0.00002182	0	1.280	0.570	-0.110	0	2.6602000	0.0815000	-0.0815000	0
Kepler-1100 b	6.42200058	0.00002182	-0.00002182	0	1.750	0.820	-0.290	0	2.6602000	0.0815000	-0.0815000	0
Kepler-1100 b	6.42201548	0.00003078	-0.00003078	0								
Kepler-1100 b	6.42200058	0.00002182	-0.00002182	0	1.280	0.570	-0.110	0	2.6602000	0.0815000	-0.0815000	0
Kepler-1101 b	81.31530520	0.00093520	-0.00093520	0				0				0
Kepler-1101 b	81.31700000	0.00180000	-0.00180000	0	2.200	1.200	-1.200	0	5.7922000			0
Kepler-1101 b	81.31320034	0.00001142	-0.00001142	0					5.7941000			0
Kepler-1101 b	81.31510590	0.00056930	-0.00056930	0	2.470	0.370	-0.210	0	5.7620000	0.1610000	-0.1610000	0
Kepler-1101 b					2.035	0.145	-0.118	0				
Kepler-1101 b	81.31530520	0.00093520	-0.00093520	0	2.550	0.300	-0.330	0	5.8070000	0.2280000	-0.2280000	0
Kepler-1101 b	81.31510590	0.00056930	-0.00056930	0	2.220	0.780	-0.160	0	5.7620000	0.1610000	-0.1610000	0
Kepler-1101 b	81.31510590	0.00056930	-0.00056930	0	2.220	0.780	-0.160	0	5.7620000	0.1610000	-0.1610000	0
Kepler-1101 b	81.31510590	0.00056930	-0.00056930	0	2.220	0.780	-0.160	0	5.7620000	0.1610000	-0.1610000	0
Kepler-1101 b	81.31628333	0.00043952	-0.00043952	0								
Kepler-1102 b	51.32920000	0.00120000	-0.00120000	0	3.400	1.500	-1.500	0	9.7656000			0
Kepler-1102 b	51.32835270	0.00030260	-0.00030260	0				0				0
Kepler-1102 b	51.32848636	0.00000433	-0.00000433	0					9.3081000			0
Kepler-1102 b	51.32856230	0.00033260	-0.00033260	0	3.130	1.490	-0.410	0	9.4390000	0.1730000	-0.1730000	0
Kepler-1102 b	51.32856230	0.00033260	-0.00033260	0	3.130	1.490	-0.410	0	9.4390000	0.1730000	-0.1730000	0
Kepler-1102 b	51.32856230	0.00033260	-0.00033260	0	3.130	1.490	-0.410	0	9.4390000	0.1730000	-0.1730000	0
Kepler-1102 b	51.32835270	0.00030260	-0.00030260	0	3.060	0.960	-0.480	0	9.3570000	0.1560000	-0.1560000	0
Kepler-1102 b	51.32856230	0.00033260	-0.00033260	0	2.660	0.530	-0.230	0	9.4390000	0.1730000	-0.1730000	0
Kepler-1102 b					3.193	0.530	-0.259	0				
Kepler-1102 b	51.32869804	0.00041271	-0.00041271	0								
Kepler-1103 b					4.169	0.203	-0.903	0				
Kepler-1103 b	19.79191978	0.00009543	-0.00009543	0	2.270	0.610	-0.270	0	3.1720000	0.1150000	-0.1150000	0
Kepler-1103 b	19.79191978	0.00009543	-0.00009543	0	2.040	1.000	-0.190	0	3.1720000	0.1150000	-0.1150000	0
Kepler-1103 b	19.79193890	0.00011440	-0.00011440	0	2.580	0.860	-0.290	0	3.7870000	0.1250000	-0.1250000	0
Kepler-1103 b	19.79191112	0.00007658	-0.00007658	0								
Kepler-1103 b	19.79243000	0.00027000	-0.00027000	0	2.020	0.870	-0.870	0	3.2899000			0
Kepler-1103 b	19.79191978	0.00009543	-0.00009543	0	2.040	1.000	-0.190	0	3.1720000	0.1150000	-0.1150000	0
Kepler-1103 b	19.79186403	0.00000544	-0.00000544	0					3.4327000			0
Kepler-1103 b	19.79193890	0.00011440	-0.00011440	0				0				0
Kepler-1103 b	19.79191978	0.00009543	-0.00009543	0	2.040	1.000	-0.190	0	3.1720000	0.1150000	-0.1150000	0
Kepler-1104 b					1.646	0.080	-0.370	0				
Kepler-1104 b	5.03728015	0.00001378	-0.00001378	0	1.230	0.140	-0.100	0	1.8848000	0.0701000	-0.0701000	0
Kepler-1104 b	5.03728033	0.00001566	-0.00001566	0				0				0
Kepler-1104 b	5.03728015	0.00001378	-0.00001378	0	1.070	0.830	-0.130	0	1.8848000	0.0701000	-0.0701000	0
Kepler-1104 b	5.03728852	0.00001314	-0.00001314	0								
Kepler-1104 b	5.03728015	0.00001378	-0.00001378	0	1.070	0.830	-0.130	0	1.8848000	0.0701000	-0.0701000	0
Kepler-1104 b	5.03728015	0.00001378	-0.00001378	0	1.070	0.830	-0.130	0	1.8848000	0.0701000	-0.0701000	0
Kepler-1104 b	5.03728033	0.00001566	-0.00001566	0	1.550	0.280	-0.170	0	2.0619000	0.0628000	-0.0628000	0
Kepler-1104 b	5.03728200	0.00004700	-0.00004700	0	1.140	0.410	-0.410	0	1.9522000			0
Kepler-1105 b	4.42157218	0.00000977	-0.00000977	0	1.920	0.120	-0.070	0	2.0749000	0.0644000	-0.0644000	0
Kepler-1105 b	4.42156654	0.00000973	-0.00000973	0				0				0
Kepler-1105 b	4.42157079	0.00000323	-0.00000323	0					2.2020000			0
Kepler-1105 b	4.42157218	0.00000977	-0.00000977	0	1.920	0.120	-0.070	0	2.0749000	0.0644000	-0.0644000	0
Kepler-1105 b	4.42153900	0.00003500	-0.00003500	0	1.330	0.270	-0.270	0	1.9413000			0
Kepler-1105 b					1.832	0.078	-0.341	0				
Kepler-1105 b	4.42156654	0.00000973	-0.00000973	0	2.190	0.060	-0.100	0	2.1229000	0.0576000	-0.0576000	0
Kepler-1105 b	4.42157218	0.00000977	-0.00000977	0	2.010	0.060	-0.250	0	2.0749000	0.0644000	-0.0644000	0
Kepler-1105 b	4.42153507	0.00001019	-0.00001019	0								
Kepler-1105 b	4.42157218	0.00000977	-0.00000977	0	1.920	0.120	-0.070	0	2.0749000	0.0644000	-0.0644000	0
Kepler-1106 b					1.602	0.079	-0.093	0				
Kepler-1106 b	1.25275217	0.00000215	-0.00000215	0	1.390	0.510	-0.130	0	2.0755000	0.0446000	-0.0446000	0
Kepler-1106 b	1.25275388	0.00000223	-0.00000223	0	2.440	0.370	-0.560	0	2.1472000	0.0471000	-0.0471000	0
Kepler-1106 b	1.25275217	0.00000215	-0.00000215	0	1.390	0.510	-0.130	0	2.0755000	0.0446000	-0.0446000	0
Kepler-1106 b	1.25275217	0.00000215	-0.00000215	0	1.650	0.490	-0.230	0	2.0755000	0.0446000	-0.0446000	0
Kepler-1106 b	1.25274459	0.00000347	-0.00000347	0								
Kepler-1106 b	1.25275388	0.00000223	-0.00000223	0				0				0
Kepler-1106 b	1.25273980	0.00000960	-0.00000960	0	1.480	0.540	-0.540	0	2.0993000			0
Kepler-1106 b	1.25275217	0.00000215	-0.00000215	0	1.390	0.510	-0.130	0	2.0755000	0.0446000	-0.0446000	0
Kepler-1107 b	0.57103852	0.00000042	-0.00000042	0	1.380	0.390	-0.110	0	1.0420000	0.0239000	-0.0239000	0
Kepler-1107 b	0.57103835	0.00000068	-0.00000068	0	1.650	0.080	-0.150	0	1.1267000	0.0331000	-0.0331000	0
Kepler-1107 b	0.57103852	0.00000042	-0.00000042	0	1.380	0.390	-0.110	0	1.0420000	0.0239000	-0.0239000	0
Kepler-1107 b	0.57103852	0.00000042	-0.00000042	0	1.340	0.100	-0.080	0	1.0420000	0.0239000	-0.0239000	0
Kepler-1107 b	0.57103835	0.00000068	-0.00000068	0				0				0
Kepler-1107 b	0.57103852	0.00000042	-0.00000042	0	1.380	0.390	-0.110	0	1.0420000	0.0239000	-0.0239000	0
Kepler-1107 b	0.57103910	0.00000350	-0.00000350	0	1.310	0.550	-0.550	0	1.0894000			0
Kepler-1107 b					1.450	0.074	-0.250	0				
Kepler-1108 b	4.51014200	0.00004600	-0.00004600	0	1.390	0.460	-0.460	0	2.1896000			0
Kepler-1108 b	4.51005082	0.00001529	-0.00001529	0	1.740	0.240	-0.240	0	2.1533000	0.0872000	-0.0872000	0
Kepler-1108 b	4.51005748	0.00001330	-0.00001330	0	1.390	0.520	-0.100	0	2.1605000	0.0753000	-0.0753000	0
Kepler-1108 b	4.51005082	0.00001529	-0.00001529	0				0				0
Kepler-1108 b					1.434	0.101	-0.080	0				
Kepler-1108 b	4.51005748	0.00001330	-0.00001330	0	1.390	0.520	-0.100	0	2.1605000	0.0753000	-0.0753000	0
Kepler-1108 b	4.51005748	0.00001330	-0.00001330	0	1.390	0.520	-0.100	0	2.1605000	0.0753000	-0.0753000	0
Kepler-1108 b	4.51005748	0.00001330	-0.00001330	0	1.460	0.140	-0.110	0	2.1605000	0.0753000	-0.0753000	0
Kepler-1108 b	4.51004491	0.00001864	-0.00001864	0								
Kepler-1109 b	37.64673840	0.00021200	-0.00021200	0	1.770	0.780	-0.160	0	6.1170000	0.1400000	-0.1400000	0
Kepler-1109 b	37.64685190	0.00022700	-0.00022700	0	5.370	0.810	-1.900	0	6.3440000	0.1330000	-0.1330000	0
Kepler-1109 b	37.64685190	0.00022700	-0.00022700	0				0				0
Kepler-1109 b	37.64639324	0.00015536	-0.00015536	0								
Kepler-1109 b	37.64673840	0.00021200	-0.00021200	0	1.770	0.780	-0.160	0	6.1170000	0.1400000	-0.1400000	0
Kepler-1109 b	37.64673840	0.00021200	-0.00021200	0	1.770	0.780	-0.160	0	6.1170000	0.1400000	-0.1400000	0
Kepler-1109 b					1.901	0.116	-0.098	0				
Kepler-1109 b	37.64617000	0.00077000	-0.00077000	0	1.670	0.620	-0.620	0	6.1860000			0
Kepler-1109 b	37.64667098	0.00000571	-0.00000571	0					6.2591000			0
Kepler-1109 b	37.64673840	0.00021200	-0.00021200	0	2.190	0.440	-0.230	0	6.1170000	0.1400000	-0.1400000	0
Kepler-111 b	3.34179930	0.00000334	-0.00000334	0					3.2002000			0
Kepler-111 b	3.34184000	0.00002700	-0.00002700	0	1.490	0.140	-0.140	0	2.9021000			0
Kepler-111 b	3.34180294	0.00000702	-0.00000702	0	1.820	0.290	-0.340	0	3.0241000	0.0648000	-0.0648000	0
Kepler-111 b	3.34179636	0.00000649	-0.00000649	0								
Kepler-111 b	3.34181500	0.00000600	-0.00000600	0	1.580	0.200	-0.200	0	2.7690000	0.0320000	-0.0320000	0
Kepler-111 b	3.34180294	0.00000702	-0.00000702	0	1.750	0.390	-0.160	0	3.0241000	0.0648000	-0.0648000	0
Kepler-111 b	3.34179949	0.00000495	-0.00000495	0				0				0
Kepler-111 b	3.34180294	0.00000702	-0.00000702	0	1.750	0.390	-0.160	0	3.0241000	0.0648000	-0.0648000	0
Kepler-111 b	3.34180294	0.00000702	-0.00000702	0	1.750	0.390	-0.160	0	3.0241000	0.0648000	-0.0648000	0
Kepler-111 b	3.34179949	0.00000495	-0.00000495	0	1.670	0.290	-0.260	0	2.9254000	0.0349000	-0.0349000	0
Kepler-111 b					1.519	0.256	-0.069	0				
Kepler-111 c	224.77820930	0.00030470	-0.00030470	0	7.520	1.660	-0.730	0	11.6346000	0.0788000	-0.0788000	0
Kepler-111 c	224.77015777	0.00000501	-0.00000501	0								
Kepler-111 c	224.77820930	0.00030470	-0.00030470	0	7.840	1.200	-0.850	0	11.6346000	0.0788000	-0.0788000	0
Kepler-111 c	224.78460800	0.00041100	-0.00041100	0	7.300	0.910	-0.910	0	11.1940000	0.1000000	-0.1000000	0
Kepler-111 c	224.77893550	0.00025690	-0.00025690	0				0				0
Kepler-111 c	224.77893550	0.00025690	-0.00025690	0	7.670	1.330	-1.200	0	11.1899000	0.0916000	-0.0916000	0
Kepler-111 c	224.79712000	0.00095000	-0.00095000	0	7.340	0.660	-0.660	0	11.1189000			0
Kepler-111 c	224.77923926	0.00004136	-0.00004136	0					10.8283000			0
Kepler-111 c	224.77820930	0.00030470	-0.00030470	0	7.520	1.660	-0.730	0	11.6346000	0.0788000	-0.0788000	0
Kepler-111 c	224.77833000	0.00026000	-0.00026000	0	7.084	0.258	-0.235	0	11.1300000	0.0840000	-0.0790000	0
Kepler-111 c	224.77820930	0.00030470	-0.00030470	0	7.520	1.660	-0.730	0	11.6346000	0.0788000	-0.0788000	0
Kepler-111 c					6.978	0.308	-0.304	0				
Kepler-1110 b	9.69312032	0.00003024	-0.00003024	0	2.340	0.230	-0.200	0	2.7590000	0.0809000	-0.0809000	0
Kepler-1110 b	9.69312032	0.00003024	-0.00003024	0	2.340	0.230	-0.200	0	2.7590000	0.0809000	-0.0809000	0
Kepler-1110 b	9.69312032	0.00003024	-0.00003024	0	2.660	0.380	-0.260	0	2.7590000	0.0809000	-0.0809000	0
Kepler-1110 b	9.69323000	0.00015000	-0.00015000	0	2.400	1.200	-1.200	0	2.6561000			0
Kepler-1110 b					2.439	0.510	-0.202	0				
Kepler-1110 b	9.69312032	0.00003024	-0.00003024	0	2.340	0.230	-0.200	0	2.7590000	0.0809000	-0.0809000	0
Kepler-1110 b	9.69310837	0.00003035	-0.00003035	0	2.120	0.180	-0.190	0	2.7340000	0.0772000	-0.0772000	0
Kepler-1110 b	9.69304069	0.00003312	-0.00003312	0								
Kepler-1110 b	9.69310837	0.00003035	-0.00003035	0				0				0
Kepler-1110 b	9.69303883	0.00000428	-0.00000428	0					2.9246000			0
Kepler-1111 b	8.79617863	0.00002970	-0.00002970	0	1.880	0.640	-0.160	0	3.3986000	0.0869000	-0.0869000	0
Kepler-1111 b	8.79617863	0.00002970	-0.00002970	0	2.000	0.540	-0.260	0	3.3986000	0.0869000	-0.0869000	0
Kepler-1111 b	8.79618433	0.00003070	-0.00003070	0				0				0
Kepler-1111 b	8.79610307	0.00004385	-0.00004385	0								
Kepler-1111 b	8.79631000	0.00011000	-0.00011000	0	1.770	0.470	-0.470	0	3.5164000			0
Kepler-1111 b	8.79617863	0.00002970	-0.00002970	0	1.880	0.640	-0.160	0	3.3986000	0.0869000	-0.0869000	0
Kepler-1111 b	8.79618433	0.00003070	-0.00003070	0	1.770	0.480	-0.170	0	3.3781000	0.0894000	-0.0894000	0
Kepler-1111 b	8.79617863	0.00002970	-0.00002970	0	1.880	0.640	-0.160	0	3.3986000	0.0869000	-0.0869000	0
Kepler-1111 b					1.413	0.122	-0.105	0				
Kepler-1111 b	8.79638238	0.00000814	-0.00000814	0					3.6365000			0
Kepler-1112 b					2.821	0.259	-0.232	0				
Kepler-1112 b	14.36270451	0.00006904	-0.00006904	0				0				0
Kepler-1112 b	14.36281802	0.00007678	-0.00007678	0								
Kepler-1112 b	14.36274000	0.00019000	-0.00019000	0	2.600	1.000	-1.000	0	4.9824000			0
Kepler-1112 b	14.36267939	0.00005701	-0.00005701	0	3.020	1.280	-0.520	0	4.6255000	0.0982000	-0.0982000	0
Kepler-1112 b	14.36270451	0.00006904	-0.00006904	0	2.310	0.660	-0.290	0	4.5640000	0.1190000	-0.1190000	0
Kepler-1112 b	14.36267939	0.00005701	-0.00005701	0	2.550	1.090	-0.410	0	4.6255000	0.0982000	-0.0982000	0
Kepler-1112 b	14.36267939	0.00005701	-0.00005701	0	2.550	1.090	-0.410	0	4.6255000	0.0982000	-0.0982000	0
Kepler-1112 b	14.36282508	0.00000712	-0.00000712	0					5.1276000			0
Kepler-1112 b	14.36267939	0.00005701	-0.00005701	0	2.550	1.090	-0.410	0	4.6255000	0.0982000	-0.0982000	0
Kepler-1113 b	42.30020000	0.00075000	-0.00075000	0	2.300	1.400	-1.400	0	4.2867000			0
Kepler-1113 b	42.30049540	0.00020920	-0.00020920	0	2.320	0.900	-0.270	0	4.3980000	0.1160000	-0.1160000	0
Kepler-1113 b	42.30062820	0.00021670	-0.00021670	0	2.540	0.440	-0.270	0	4.3720000	0.1350000	-0.1350000	0
Kepler-1113 b	42.30049540	0.00020920	-0.00020920	0	2.320	0.900	-0.270	0	4.3980000	0.1160000	-0.1160000	0
Kepler-1113 b	42.30062820	0.00021670	-0.00021670	0				0				0
Kepler-1113 b					2.534	0.166	-0.155	0				
Kepler-1113 b	42.30066080	0.00000536	-0.00000536	0					4.3178000			0
Kepler-1113 b	42.30049540	0.00020920	-0.00020920	0	2.320	0.900	-0.270	0	4.3980000	0.1160000	-0.1160000	0
Kepler-1113 b	42.30049540	0.00020920	-0.00020920	0	2.810	1.130	-0.360	0	4.3980000	0.1160000	-0.1160000	0
Kepler-1114 b	14.97435694	0.00005221	-0.00005221	0	1.500	1.000	-0.210	0	2.4309000	0.0891000	-0.0891000	0
Kepler-1114 b	14.97435694	0.00005221	-0.00005221	0	1.500	1.000	-0.210	0	2.4309000	0.0891000	-0.0891000	0
Kepler-1114 b	14.97435694	0.00005221	-0.00005221	0	1.500	1.000	-0.210	0	2.4309000	0.0891000	-0.0891000	0
Kepler-1114 b	14.97435448	0.00000451	-0.00000451	0					2.6348000			0
Kepler-1114 b	14.97430603	0.00006248	-0.00006248	0								
Kepler-1114 b	14.97436238	0.00004734	-0.00004734	0	1.280	0.090	-0.090	0	2.4461000	0.0840000	-0.0840000	0
Kepler-1114 b	14.97436238	0.00004734	-0.00004734	0				0				0
Kepler-1114 b	14.97441000	0.00017000	-0.00017000	0	2.810	0.740	-0.740	0	2.4781000			0
Kepler-1114 b					1.329	0.080	-0.067	0				
Kepler-1114 b	14.97435694	0.00005221	-0.00005221	0	1.350	0.080	-0.070	0	2.4309000	0.0891000	-0.0891000	0
Kepler-1115 b					2.100	0.400	-0.400	0				
Kepler-1115 b	23.55372085	0.00000716	-0.00000716	0					7.3560000			0
Kepler-1115 b	23.55407250	0.00013560	-0.00013560	0	1.700	0.290	-0.200	0	7.1590000	0.1440000	-0.1440000	0
Kepler-1115 b	23.55407250	0.00013560	-0.00013560	0	2.170	1.020	-0.550	0	7.1590000	0.1440000	-0.1440000	0
Kepler-1115 b	23.55539000	0.00040000	-0.00040000	0	2.400	1.100	-1.100	0	7.7598000			0
Kepler-1115 b	23.55407250	0.00013560	-0.00013560	0	2.170	1.020	-0.550	0	7.1590000	0.1440000	-0.1440000	0
Kepler-1115 b	23.55410120	0.00018120	-0.00018120	0	2.330	0.860	-0.700	0	7.3000000	0.1590000	-0.1590000	0
Kepler-1115 b	23.55407250	0.00013560	-0.00013560	0	2.170	1.020	-0.550	0	7.1590000	0.1440000	-0.1440000	0
Kepler-1115 b					1.801	0.143	-0.151	0				
Kepler-1115 b	23.55410120	0.00018120	-0.00018120	0				0				0
Kepler-1115 b	23.55401645	0.00012427	-0.00012427	0								
Kepler-1116 b	41.69810000	0.00076000	-0.00076000	0	2.530	0.940	-0.940	0	5.8405000			0
Kepler-1116 b	41.69767990	0.00022679	-0.00022679	0								
Kepler-1116 b	41.69783717	0.00000598	-0.00000598	0					5.6456000			0
Kepler-1116 b	41.69775820	0.00018910	-0.00018910	0	2.260	0.600	-0.210	0	5.5130000	0.1120000	-0.1120000	0
Kepler-1116 b	41.69778270	0.00020040	-0.00020040	0	2.370	0.950	-0.180	0	5.4230000	0.1170000	-0.1170000	0
Kepler-1116 b	41.69775820	0.00018910	-0.00018910	0				0				0
Kepler-1116 b	41.69778270	0.00020040	-0.00020040	0	2.370	0.950	-0.180	0	5.4230000	0.1170000	-0.1170000	0
Kepler-1116 b					2.430	0.215	-0.187	0				
Kepler-1116 b	41.69778270	0.00020040	-0.00020040	0	2.370	0.950	-0.180	0	5.4230000	0.1170000	-0.1170000	0
Kepler-1116 b	41.69778270	0.00020040	-0.00020040	0	2.540	0.540	-0.220	0	5.4230000	0.1170000	-0.1170000	0
Kepler-1117 b	4.79029482	0.00001966	-0.00001966	0	1.010	0.110	-0.040	0	2.7219000	0.0900000	-0.0900000	0
Kepler-1117 b	4.79028459	0.00001860	-0.00001860	0	1.010	0.370	-0.080	0	2.7287000	0.0877000	-0.0877000	0
Kepler-1117 b	4.79028837	0.00001747	-0.00001747	0								
Kepler-1117 b	4.79027800	0.00005600	-0.00005600	0	1.140	0.310	-0.310	0	2.8963000			0
Kepler-1117 b					1.038	0.048	-0.082	0				
Kepler-1117 b	4.79028459	0.00001860	-0.00001860	0	1.010	0.370	-0.080	0	2.7287000	0.0877000	-0.0877000	0
Kepler-1117 b	4.79028459	0.00001860	-0.00001860	0	1.110	0.170	-0.080	0	2.7287000	0.0877000	-0.0877000	0
Kepler-1117 b	4.79028459	0.00001860	-0.00001860	0	1.010	0.370	-0.080	0	2.7287000	0.0877000	-0.0877000	0
Kepler-1117 b	4.79029482	0.00001966	-0.00001966	0				0				0
Kepler-1118 b	38.67158430	0.00021030	-0.00021030	0	2.450	0.830	-0.380	0	5.5320000	0.1480000	-0.1480000	0
Kepler-1118 b	38.67158430	0.00021030	-0.00021030	0				0				0
Kepler-1118 b	38.66952000	0.00074000	-0.00074000	0	4.320	0.670	-0.670	0	5.4674000			0
Kepler-1118 b	38.67158576	0.00000637	-0.00000637	0					5.4261000			0
Kepler-1118 b	38.67150750	0.00022980	-0.00022980	0	2.740	0.600	-0.430	0	5.5670000	0.1730000	-0.1730000	0
Kepler-1118 b	38.67150750	0.00022980	-0.00022980	0	2.560	1.840	-0.360	0	5.5670000	0.1730000	-0.1730000	0
Kepler-1118 b	38.67150750	0.00022980	-0.00022980	0	2.560	1.840	-0.360	0	5.5670000	0.1730000	-0.1730000	0
Kepler-1118 b					2.848	0.524	-0.359	0				
Kepler-1118 b	38.67159396	0.00023821	-0.00023821	0								
Kepler-1118 b	38.67150750	0.00022980	-0.00022980	0	2.560	1.840	-0.360	0	5.5670000	0.1730000	-0.1730000	0
Kepler-1119 b	8.32651530	0.00004777	-0.00004777	0	1.680	0.730	-0.160	0	5.3830000	0.1200000	-0.1200000	0
Kepler-1119 b	8.32651530	0.00004777	-0.00004777	0	1.680	0.730	-0.160	0	5.3830000	0.1200000	-0.1200000	0
Kepler-1119 b	8.32651274	0.00000884	-0.00000884	0					5.5709000			0
Kepler-1119 b	8.32649000	0.00017000	-0.00017000	0	1.690	0.820	-0.820	0	5.2739000			0
Kepler-1119 b	8.32625697	0.00003914	-0.00003914	0								
Kepler-1119 b	8.32651854	0.00004605	-0.00004605	0				0				0
Kepler-1119 b	8.32651530	0.00004777	-0.00004777	0	1.920	0.630	-0.300	0	5.3830000	0.1200000	-0.1200000	0
Kepler-1119 b	8.32651854	0.00004605	-0.00004605	0	1.800	0.590	-0.200	0	5.4830000	0.1130000	-0.1130000	0
Kepler-1119 b	8.32651530	0.00004777	-0.00004777	0	1.680	0.730	-0.160	0	5.3830000	0.1200000	-0.1200000	0
Kepler-112 b	8.40887695	0.00000598	-0.00000598	0	2.720	1.380	-0.510	0	3.4928000	0.0183000	-0.0183000	0
Kepler-112 b	8.40887814	0.00000613	-0.00000613	0	2.280	0.190	-0.200	0	3.4967000	0.0196000	-0.0196000	0
Kepler-112 b	8.40887814	0.00000613	-0.00000613	0				0				0
Kepler-112 b					2.562	0.116	-0.106	0				
Kepler-112 b	8.40887695	0.00000598	-0.00000598	0	2.430	0.150	-0.140	0	3.4928000	0.0183000	-0.0183000	0
Kepler-112 b	8.40891600	0.00002100	-0.00002100	0	3.500	1.200	-1.200	0	3.5964000			0
Kepler-112 b	8.40887123	0.00000079	-0.00000079	0					3.7689000			0
Kepler-112 b	8.40887800	0.00001000	-0.00001000	0	2.360	0.570	-0.570	0	3.4850000	0.0210000	-0.0210000	0
Kepler-112 b	8.40887695	0.00000598	-0.00000598	0	2.720	1.380	-0.510	0	3.4928000	0.0183000	-0.0183000	0
Kepler-112 b	8.40887695	0.00000598	-0.00000598	0	2.720	1.380	-0.510	0	3.4928000	0.0183000	-0.0183000	0
Kepler-112 b	8.40887487	0.00000573	-0.00000573	0								
Kepler-112 c	28.57426490	0.00003790	-0.00003790	0	2.520	0.150	-0.150	0	4.9729000	0.0400000	-0.0400000	0
Kepler-112 c	28.57426920	0.00004060	-0.00004060	0	2.320	0.190	-0.200	0	4.9427000	0.0403000	-0.0403000	0
Kepler-112 c	28.57414000	0.00012000	-0.00012000	0	3.700	1.300	-1.300	0	5.1899000			0
Kepler-112 c	28.57426490	0.00003790	-0.00003790	0	2.800	1.420	-0.530	0	4.9729000	0.0400000	-0.0400000	0
Kepler-112 c	28.57426300	0.00006000	-0.00006000	0	2.400	0.580	-0.580	0	4.9630000	0.0400000	-0.0400000	0
Kepler-112 c	28.57426490	0.00003790	-0.00003790	0	2.800	1.420	-0.530	0	4.9729000	0.0400000	-0.0400000	0
Kepler-112 c	28.57426920	0.00004060	-0.00004060	0				0				0
Kepler-112 c					2.603	0.124	-0.109	0				
Kepler-112 c	28.57424023	0.00000138	-0.00000138	0					5.1660000			0
Kepler-112 c	28.57430911	0.00003538	-0.00003538	0								
Kepler-112 c	28.57426490	0.00003790	-0.00003790	0	2.800	1.420	-0.530	0	4.9729000	0.0400000	-0.0400000	0
Kepler-1120 b	2.94902905	0.00000747	-0.00000747	0	1.510	0.380	-0.130	0	2.0393000	0.0639000	-0.0639000	0
Kepler-1120 b	2.94902911	0.00000772	-0.00000772	0	1.480	0.120	-0.150	0	2.0311000	0.0652000	-0.0652000	0
Kepler-1120 b	2.94902911	0.00000772	-0.00000772	0				0				0
Kepler-1120 b					1.307	0.117	-0.094	0				
Kepler-1120 b	2.94902905	0.00000747	-0.00000747	0	1.510	0.380	-0.130	0	2.0393000	0.0639000	-0.0639000	0
Kepler-1120 b	2.94902905	0.00000747	-0.00000747	0	1.380	0.090	-0.070	0	2.0393000	0.0639000	-0.0639000	0
Kepler-1120 b	2.94901700	0.00002500	-0.00002500	0	1.500	1.000	-1.000	0	2.0906000			0
